Leitura,Data,Hora,Temperatura(C),Umidade(%)
578,2025-10-02,12:57:53,26.60,53.40
579,2025-10-02,12:58:13,26.60,53.60
580,2025-10-02,12:58:33,26.60,53.50
581,2025-10-02,12:58:53,26.60,53.10
582,2025-10-02,12:59:13,26.50,53.20
583,2025-10-02,12:59:33,26.50,53.20
584,2025-10-02,12:59:53,26.50,52.80
585,2025-10-02,13:00:13,26.50,52.80
586,2025-10-02,13:00:33,26.50,52.80
587,2025-10-02,13:00:53,26.50,52.70
588,2025-10-02,13:01:13,26.40,52.90
589,2025-10-02,13:01:33,26.50,53.00
590,2025-10-02,13:01:53,26.50,53.00
591,2025-10-02,13:02:12,26.50,53.10
592,2025-10-02,13:02:32,26.50,53.20
593,2025-10-02,13:02:52,26.50,53.30
594,2025-10-02,13:03:12,26.50,53.30
595,2025-10-02,13:03:32,26.40,53.30
596,2025-10-02,13:03:52,26.40,53.40
597,2025-10-02,13:04:12,26.30,53.70
598,2025-10-02,13:04:32,26.30,53.80
599,2025-10-02,13:04:52,26.40,54.00
600,2025-10-02,13:05:12,26.30,54.30
601,2025-10-02,13:05:32,26.30,54.60
